split,video_id,calibration_status,residual_median_px,residual_p95_px,ransac_inlier_ratio,black_key_anchor_count,method,notes,json_path,video_path,skipped_existing,elapsed_s
valid,2024-09-02_15-26-39,failed,4.581622123718262,47.30915603637686,0.5294117647058824,50,white_edge,method=white_edge_correlation we_corr=0.591 we_med=4.58 bk_med=4.96 nc_med=6.48 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_15-26-39.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_15-26-39.mp4,False,2.3
valid,2024-09-02_19-40-55,failed,4.599510192871094,96.15234985351559,0.5,53,white_edge,method=white_edge_correlation we_corr=0.599 we_med=4.60 bk_med=5.18 nc_med=8.33 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_19-40-55.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_19-40-55.mp4,False,2.69
valid,2024-09-02_23-22-31,failed,4.404880523681641,71.38212280273423,0.5555555555555556,52,white_edge,method=white_edge_correlation we_corr=0.571 we_med=4.40 bk_med=5.57 nc_med=7.17 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/valid/2024-09-02_23-22-31.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_23-22-31.mp4,False,2.72
test,2024-02-14_19-55-17,failed,4.550109386444092,185.77323150634754,0.5333333333333333,43,white_edge,method=white_edge_correlation we_corr=0.542 we_med=4.55 bk_med=10.32 nc_med=9.40 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-14_19-55-17.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-14_19-55-17.mp4,False,3.1
test,2024-02-14_20-10-08,failed,4.5030083656311035,187.93013458251946,0.5,47,white_edge,method=white_edge_correlation we_corr=0.586 we_med=4.50 bk_med=9.83 nc_med=8.62 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-14_20-10-08.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-14_20-10-08.mp4,False,3.19
test,2024-02-15_20-17-26,failed,4.043463706970215,190.1376403808593,0.6451612903225806,45,white_edge,method=white_edge_correlation we_corr=0.561 we_med=4.04 bk_med=8.52 nc_med=8.91 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-15_20-17-26.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_20-17-26.mp4,False,3.1
test,2024-02-15_20-47-59,accepted_loose,3.6539549827575684,191.6172874450684,0.5625,44,white_edge,method=white_edge_correlation we_corr=0.552 we_med=3.65 bk_med=7.85 nc_med=8.70 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-15_20-47-59.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-15_20-47-59.mp4,False,3.1
test,2024-02-17_21-44-37,accepted_loose,3.9498109817504883,178.8647918701172,0.5172413793103449,46,white_edge,method=white_edge_correlation we_corr=0.508 we_med=3.95 bk_med=6.02 nc_med=10.37 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-02-17_21-44-37.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-02-17_21-44-37.mp4,False,2.78
test,2024-09-02_14-10-41,failed,4.298797130584717,70.639574432373,0.6111111111111112,53,white_edge,method=white_edge_correlation we_corr=0.579 we_med=4.30 bk_med=10.94 nc_med=7.82 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-02_14-10-41.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_14-10-41.mp4,False,2.21
test,2024-09-02_21-04-45,failed,4.420280456542969,70.58086929321284,0.6285714285714286,53,white_edge,method=white_edge_correlation we_corr=0.627 we_med=4.42 bk_med=11.00 nc_med=7.58 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-02_21-04-45.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-02_21-04-45.mp4,False,2.78
test,2024-09-03_00-07-46,accepted_loose,3.6932263374328613,29.476647567749023,0.6451612903225806,45,white_edge,method=white_edge_correlation we_corr=0.585 we_med=3.69 bk_med=4.39 nc_med=7.63 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-03_00-07-46.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-03_00-07-46.mp4,False,2.84
test,2024-09-03_00-44-45,failed,4.243908882141113,98.97085571289058,0.5555555555555556,53,white_edge,method=white_edge_correlation we_corr=0.588 we_med=4.24 bk_med=5.66 nc_med=7.31 v=2026-05-05,/home/achatzigiannis/tivit-logs/manual_training_keyroi_video_06_05_2026/key_geometry/test/2024-09-03_00-44-45.json,/raid_storage/data_achatzigiannis/PianoVAM_v1.0/Video/2024-09-03_00-44-45.mp4,False,2.87
